"X_gene_name","Y_gene_name","Y_site","Pairwise_p_value","Pairwise_Est_param","Pairwise_Std_Error","Pairwise_BH","Pairwise_FWER","Pairwise_BY","idx_Mediator","Path_YX_p_value","Path_YMX_p_value","StdErr_X_in_YMXreg","StdErr_M_in_YMXreg","iProPath_p_value","iProPath_Est_param","iProPath_BH","iProPath_FWER","iProPath_BY"
"idx1","idx988","true_trans.idx2.site988",0.393322272512833,-0.127756600616211,0.149339965662676,0.899581628885652,1,1,"Mediator_cis_variable1_idx1",0.348210187420298,0.487959326417563,0.150884464245686,0.133279635959042,0.413914844366762,-0.127756600616211,0.885204380605074,1,1
"idx1","idx987","true_trans.idx2.site987",0.639465252174034,0.0778229536583227,0.165874136931217,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.727704643776067,0.383978392971909,0.167478066555305,0.147937137552274,0.576080356170546,0.0778229536583227,0.951128680176208,1,1
"idx1","idx986","true_trans.idx2.site986",0.843919125233328,0.0291472243777406,0.147849348270227,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.764635853426387,0.435231299277088,0.149332079243411,0.131908379421757,0.633289951927084,0.0291472243777405,0.951128680176208,1,1
"idx1","idx985","true_trans.idx2.site985",0.970036986674259,0.00620804467612079,0.165066205768635,0.996880986575655,1,1,"Mediator_cis_variable1_idx1",0.959068885272803,0.512385331319451,0.16679484405584,0.147333631774108,0.91983484222401,0.00620804467612079,0.99675143271416,1,1
"idx1","idx984","true_trans.idx2.site984",0.341104569009365,-0.148679899321337,0.155802919508289,0.889395070628085,1,1,"Mediator_cis_variable1_idx1",0.368727302380018,0.754583910257986,0.157569498501623,0.13918467685546,0.59156474996269,-0.148679899321337,0.951128680176208,1,1
"idx1","idx983","true_trans.idx2.site983",0.471525102206559,0.129039184726639,0.178877593379535,0.917285213857358,1,1,"Mediator_cis_variable1_idx1",0.45118758165846,0.759938246223819,0.180907983203309,0.159800084547874,0.635908527493522,0.129039184726639,0.951128680176208,1,1
"idx1","idx982","true_trans.idx2.site982",0.281202656648894,-0.174212702300346,0.16122290499437,0.862603169715101,1,1,"Mediator_cis_variable1_idx1",0.290871192933278,0.946967561392391,0.163091198812156,0.144062118750767,0.882614791943556,-0.174212702300346,0.993236093007179,1,1
"idx1","idx981","true_trans.idx2.site981",0.77220354487634,0.0490146084053225,0.169079871255305,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.815228017709171,0.698310033882901,0.170973765765295,0.151024967173826,0.768223750918382,0.0490146084053225,0.977301196946703,1,1
"idx1","idx980","true_trans.idx3.site980",0.491949812100052,0.102885305417854,0.149436049239712,0.92511932693152,1,1,"Mediator_cis_variable1_idx1",0.356383240454575,0.0667362775404304,0.149962279177544,0.13246504917714,0.117202157059863,0.102885305417854,0.703717840826132,1,1
"idx1","idx979","true_trans.idx3.site979",0.747638292535629,-0.0496377891888838,0.154057149844714,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.766356745284233,0.877568136380842,0.155834503824955,0.137652117091583,0.83778773355627,-0.0496377891888838,0.989530863303146,1,1
"idx1","idx978","true_trans.idx3.site978",0.0867752987999282,0.303569565435846,0.176370191046612,0.689932576172045,1,1,"Mediator_cis_variable1_idx1",0.0694146415034538,0.363012350696108,0.178047688484726,0.157273521984034,0.121741819677495,0.303569565435846,0.703717840826132,1,1
"idx1","idx977","true_trans.idx3.site977",0.787336758296555,-0.046954162761825,0.173816569869446,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.803270303948206,0.897721392677814,0.175825145312631,0.15531029968437,0.864496172539717,-0.046954162761825,0.990231290889104,1,1
"idx1","idx976","true_trans.idx3.site976",0.178423596840519,0.243822005246318,0.180553063517749,0.788354351188643,1,1,"Mediator_cis_variable1_idx1",0.187698755645037,0.925015245922827,0.182643167549722,0.161332811851298,0.795449226351148,0.243822005246318,0.979617273831463,1,1
"idx1","idx975","true_trans.idx3.site975",0.750727111036802,0.0542051945264643,0.17039082004586,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.773593549760307,0.845496748988756,0.172350272053756,0.152240866093165,0.815552073166764,0.0542051945264643,0.989530863303146,1,1
"idx1","idx974","true_trans.idx3.site974",0.660503188329666,-0.0698000764255352,0.158679514793943,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.715985962826818,0.600678663010872,0.160405924226746,0.141690155401308,0.664127777632517,-0.0698000764255352,0.962307504585111,1,1
"idx1","idx973","true_trans.idx3.site973",0.602631713518778,0.0768931948654772,0.147458560441272,0.979888965071184,1,1,"Mediator_cis_variable1_idx1",0.639274246760351,0.735327434546113,0.149123864300084,0.131724458486049,0.692210027083558,0.0768931948654772,0.962576745595253,1,1
"idx1","idx972","true_trans.idx3.site972",0.355402877182324,0.154843865586971,0.167158657392577,0.892939323397357,1,1,"Mediator_cis_variable1_idx1",0.246334020716774,0.0653374849956511,0.167733498282482,0.14816276613359,0.10525193733387,0.154843865586971,0.703717840826132,1,1
"idx1","idx971","true_trans.idx3.site971",0.365751959539816,-0.144126516022237,0.158985267659136,0.892939323397357,1,1,"Mediator_cis_variable1_idx1",0.293359719280268,0.232817170358801,0.160286811033704,0.141584940042749,0.260421158025442,-0.144126516022237,0.854682699917338,1,1
"idx1","idx970","true_trans.idx4.site970",0.414080420619768,0.134555668014698,0.164401707926832,0.908007810843307,1,1,"Mediator_cis_variable1_idx1",0.511208997056248,0.23551518610555,0.165753242614057,0.146413561827416,0.344845333928419,0.134555668014698,0.885204380605074,1,1
"idx1","idx969","true_trans.idx4.site969",0.891431596427811,0.0221060489527169,0.161749265093448,0.991477237765405,1,1,"Mediator_cis_variable1_idx1",0.866103485381327,0.804944380572426,0.163599163286361,0.144510815179128,0.840725594706644,0.0221060489527169,0.989530863303146,1,1
"idx1","idx968","true_trans.idx4.site968",0.723866799868057,0.0587368147525674,0.166017989269525,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.661525822877077,0.513708939066211,0.167757713868089,0.148184156304212,0.592643319202353,0.0587368147525674,0.951128680176208,1,1
"idx1","idx967","true_trans.idx4.site967",0.854678091173232,-0.0324807367868246,0.177110951305245,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.755444841008876,0.322936767069159,0.178735160820912,0.157880781738422,0.564828644205829,-0.0324807367868246,0.946920617215299,1,1
"idx1","idx966","true_trans.idx4.site966",0.135019588469704,-0.229370918724858,0.152840052374896,0.737516304706113,1,1,"Mediator_cis_variable1_idx1",0.108733907079411,0.346368945283501,0.154273614125141,0.136273348163957,0.171881751085556,-0.229370918724858,0.773719946102364,1,1
"idx1","idx965","true_trans.idx4.site965",0.0234259616317109,0.390000519387566,0.170745239729515,0.416665415193801,1,1,"Mediator_cis_variable1_idx1",0.0260969868333603,0.905083614963894,0.172719392165757,0.152566918178107,0.0702373056745236,0.390000519387566,0.617496353710768,1,1
"idx1","idx964","true_trans.idx4.site964",0.366222767326574,-0.153851827339853,0.16988032757944,0.892939323397357,1,1,"Mediator_cis_variable1_idx1",0.319847485846779,0.453014549707363,0.171603461467839,0.151581191530121,0.381084786802103,-0.153851827339853,0.885204380605074,1,1
"idx1","idx963","true_trans.idx4.site963",0.911231762610623,0.0180719338181932,0.16189484653486,0.9928950892439,1,1,"Mediator_cis_variable1_idx1",0.886581208440026,0.812248991314737,0.163748342524719,0.144642588550762,0.857968980816163,0.0180719338181932,0.990231290889104,1,1
"idx1","idx962","true_trans.idx4.site962",0.805026036080602,0.0367587544634672,0.148713275273942,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.700871461373809,0.285179425823771,0.150022588159819,0.132518321455654,0.488944423155751,0.0367587544634672,0.910511030085198,1,1
"idx1","idx961","true_trans.idx4.site961",0.377318844544235,0.138818993389241,0.156886859890991,0.892939323397357,1,1,"Mediator_cis_variable1_idx1",0.496467659778385,0.126107365053054,0.157826938001748,0.139412078947714,0.221027727723149,0.138818993389241,0.837226241375565,1,1
"idx1","idx960","true_trans.idx5.site960",0.663078852744077,0.0720974709566481,0.165239319204771,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.705831289089519,0.693850198752976,0.16708816295804,0.147592726948025,0.699922588354415,0.0720974709566481,0.96288940727424,1,1
"idx1","idx959","true_trans.idx5.site959",0.684694934664457,-0.0628513385931237,0.154553963289651,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.701043986827632,0.898025981717044,0.156339985658318,0.13809862054753,0.843883729809401,-0.0628513385931237,0.989530863303146,1,1
"idx1","idx958","true_trans.idx5.site958",0.765451291023179,-0.0401927233734607,0.134540554455647,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.82661977116247,0.573196348402579,0.135988904196439,0.120122053230464,0.740558643601254,-0.0401927233734607,0.977012870124528,1,1
"idx1","idx957","true_trans.idx5.site957",0.313124950606582,0.198440724128024,0.196230657927198,0.862603169715101,1,1,"Mediator_cis_variable1_idx1",0.311305803394874,0.910401571080439,0.19850029598819,0.17533976953379,0.801741858361064,0.198440724128024,0.981444605194169,1,1
"idx1","idx956","true_trans.idx5.site956",0.318475030751823,0.159365175606701,0.159346686551448,0.872534330826912,1,1,"Mediator_cis_variable1_idx1",0.412656390799443,0.182087117072226,0.160522440993198,0.141793077277947,0.263717667099072,0.159365175606701,0.854682699917338,1,1
"idx1","idx955","true_trans.idx5.site955",0.889308809785747,0.022044789937018,0.158188053747378,0.991477237765405,1,1,"Mediator_cis_variable1_idx1",0.676463008821321,0.0357986683999476,0.158284464249496,0.139816222157861,0.0758382020176401,0.022044789937018,0.617496353710768,1,1
"idx1","idx954","true_trans.idx5.site954",0.0613113565903564,0.266854007264136,0.141797360014187,0.651294973158066,1,1,"Mediator_cis_variable1_idx1",0.0960352446916602,0.125903605393172,0.142646138128214,0.126002537476187,0.109038875680422,0.266854007264136,0.703717840826132,1,1
"idx1","idx953","true_trans.idx5.site953",0.605635594737034,-0.0909467549431617,0.175864841844187,0.981219963076449,1,1,"Mediator_cis_variable1_idx1",0.452593493973223,0.0680075789085715,0.176496734807643,0.155903529768438,0.126635556728745,-0.0909467549431617,0.712776923643568,1,1
"idx1","idx952","true_trans.idx5.site952",0.266938670510657,-0.180678418733357,0.162294044113137,0.854697607198476,1,1,"Mediator_cis_variable1_idx1",0.217071285814954,0.30347214158743,0.163752977476389,0.144646682707668,0.254707685845979,-0.180678418733357,0.854682699917338,1,1
"idx1","idx951","true_trans.idx5.site951",0.672122953394887,0.0709018961673819,0.167273936162018,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.684562141585819,0.929657187803452,0.169210796102589,0.149467696476494,0.881168946368825,0.0709018961673819,0.993236093007179,1,1
"idx1","idx950","true_trans.idx6.site950",0.20641985201956,-0.195627772323484,0.154325956543462,0.802225892348426,1,1,"Mediator_cis_variable1_idx1",0.236277895971326,0.626556038665132,0.156019825342249,0.137815815749915,0.397076518459081,-0.195627772323484,0.885204380605074,1,1
"idx1","idx949","true_trans.idx6.site949",0.243664031302911,0.198608233711132,0.169843399524289,0.854697607198476,1,1,"Mediator_cis_variable1_idx1",0.259271301837276,0.855426699203696,0.171798753233462,0.151753697132723,0.660648233475978,0.198608233711132,0.960244525401131,1,1
"idx1","idx948","true_trans.idx6.site948",0.957265920828048,-0.00917508753434346,0.171008700144527,0.996880986575655,1,1,"Mediator_cis_variable1_idx1",0.925508104791742,0.259083797594923,0.172464446073664,0.152341718569166,0.824415572701189,-0.00917508753434346,0.989530863303146,1,1
"idx1","idx947","true_trans.idx6.site947",0.312284342326531,-0.163870700774587,0.161763665746899,0.862603169715101,1,1,"Mediator_cis_variable1_idx1",0.438077403196147,0.0743752074555288,0.162401219910821,0.143452644891088,0.135836776415227,-0.163870700774587,0.718728408541069,1,1
"idx1","idx946","true_trans.idx6.site946",0.348642867686209,0.163631928448329,0.174177882629333,0.889395070628085,1,1,"Mediator_cis_variable1_idx1",0.445306621485847,0.192759945161316,0.175498682306844,0.155021927579375,0.283494529134811,0.163631928448329,0.85724801116713,1,1
"idx1","idx945","true_trans.idx6.site945",0.844405175327929,-0.0311963944966541,0.158744567992161,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.928012099434507,0.437656873260177,0.160339059040868,0.141631091880907,0.856981702349597,-0.0311963944966541,0.990231290889104,1,1
"idx1","idx944","true_trans.idx6.site944",0.474496330355836,-0.107218727487554,0.149631952680583,0.917285213857358,1,1,"Mediator_cis_variable1_idx1",0.388458004998887,0.23554728785256,0.150862120800087,0.133259899491736,0.299208112227025,-0.107218727487554,0.869732844501188,1,1
"idx1","idx943","true_trans.idx6.site943",0.510794233696699,0.108089863288305,0.164072635748906,0.935967143316375,1,1,"Mediator_cis_variable1_idx1",0.598073184724291,0.345452248830211,0.165610317500543,0.146287312864716,0.466791639169314,0.108089863288305,0.904634959630453,1,1
"idx1","idx942","true_trans.idx6.site942",0.884808067884693,0.0216692711446305,0.14937753434978,0.991477237765405,1,1,"Mediator_cis_variable1_idx1",0.96222056291553,0.475415283125916,0.150911981211575,0.133303942313011,0.924807760963808,0.0216692711446305,0.99675143271416,1,1
"idx1","idx941","true_trans.idx6.site941",0.969051593030311,-0.00562641888553277,0.144835727094758,0.996880986575655,1,1,"Mediator_cis_variable1_idx1",0.879199655718142,0.39416042186947,0.146247125460106,0.129183370460464,0.762379752791123,-0.00562641888553277,0.977012870124528,1,1
"idx1","idx940","true_trans.idx7.site940",0.0182840711668123,0.351991984350616,0.147924231095234,0.407966917769034,1,1,"Mediator_cis_variable1_idx1",0.0155783980935996,0.529610852770652,0.149486045995122,0.132044381711459,0.0312242987010669,0.351991984350616,0.452526068131404,1,1
"idx1","idx939","true_trans.idx7.site939",0.251331309587545,0.200538954465417,0.174308030915554,0.854697607198476,1,1,"Mediator_cis_variable1_idx1",0.106659545663151,0.00401802596249395,0.171438285940436,0.151435288277114,0.00775379204832768,0.200538954465417,0.17817078677126,1,1
"idx1","idx938","true_trans.idx7.site938",0.475594202048611,-0.115676544929578,0.161837856427546,0.917285213857358,1,1,"Mediator_cis_variable1_idx1",0.452952919671407,0.740763047175884,0.163667629667029,0.144571293070848,0.620390454260014,-0.115676544929578,0.951128680176208,1,1
"idx1","idx937","true_trans.idx7.site937",0.689501455855756,-0.0779959451670853,0.19493269608089,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.593728023656184,0.29271416660605,0.19666410603059,0.173717821705536,0.428215499006894,-0.0779959451670853,0.885204380605074,1,1
"idx1","idx936","true_trans.idx7.site936",0.524404437710683,0.100560906468794,0.157692628963563,0.944799117639882,1,1,"Mediator_cis_variable1_idx1",0.498811416293573,0.730786516331785,0.159471748299715,0.140864976824449,0.632246264889541,0.100560906468794,0.951128680176208,1,1
"idx1","idx935","true_trans.idx7.site935",0.0709466612473492,-0.29074037280853,0.160135807703446,0.689932576172045,1,1,"Mediator_cis_variable1_idx1",0.0990662548045108,0.273820917320361,0.161525970109003,0.142679517084043,0.148570400230593,-0.29074037280853,0.748960398323077,1,1
"idx1","idx934","true_trans.idx7.site934",0.33942475540289,-0.181254953701219,0.189277485644518,0.889395070628085,1,1,"Mediator_cis_variable1_idx1",0.142349465019797,0.0034620830179513,0.185152638894552,0.163549484250015,0.0067698643756391,-0.181254953701219,0.16245653768365,1,1
"idx1","idx933","true_trans.idx7.site933",0.0694607487162332,0.283781443174179,0.155470184825237,0.689932576172045,1,1,"Mediator_cis_variable1_idx1",0.0674057840947112,0.800909614417594,0.157247190815742,0.138899975237864,0.174865178666449,0.283781443174179,0.773739728612608,1,1
"idx1","idx932","true_trans.idx7.site932",0.246717058180399,-0.18982387580699,0.163388355840362,0.854697607198476,1,1,"Mediator_cis_variable1_idx1",0.27076173110922,0.745384065586726,0.165237411420162,0.145957916548875,0.514955174258801,-0.18982387580699,0.926445685694234,1,1
"idx1","idx931","true_trans.idx7.site931",0.0317076251464361,-0.347280820871042,0.160524783522837,0.486951078021727,1,1,"Mediator_cis_variable1_idx1",0.0143238388648032,0.0238386921504601,0.160288367307819,0.141586314734627,0.0178963727255425,-0.347280820871042,0.308558150440388,1,1
"idx1","idx930","true_trans.idx8.site930",0.100145472259557,-0.295269222544371,0.178748162052834,0.689932576172045,1,1,"Mediator_cis_variable1_idx1",0.0905456279070274,0.621176038917157,0.180706685097383,0.159622273409988,0.186195953887332,-0.295269222544371,0.78486070605369,1,1
"idx1","idx929","true_trans.idx8.site929",0.831263200142397,0.0330070029674156,0.154698655930897,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.940152888129337,0.298218318209476,0.156081283532198,0.137870103149378,0.867418180844761,0.0330070029674156,0.990231290889104,1,1
"idx1","idx928","true_trans.idx8.site928",0.659615195244703,-0.0709855108689427,0.160925014124181,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.720200210407292,0.565799709399456,0.162652089711722,0.14367424382047,0.652390518768172,-0.0709855108689427,0.952394917909741,1,1
"idx1","idx927","true_trans.idx8.site927",0.978868054731329,-0.0049014966426613,0.184811833889036,0.996880986575655,1,1,"Mediator_cis_variable1_idx1",0.985293783917023,0.954455504036782,0.186954100136409,0.165140755423687,0.977753801301111,-0.0049014966426613,0.99675143271416,1,1
"idx1","idx926","true_trans.idx8.site926",0.0921612305139706,0.276838591872714,0.163586907594896,0.689932576172045,1,1,"Mediator_cis_variable1_idx1",0.0488878907181758,0.030333360709704,0.163550738274211,0.144468040278326,0.037447819300597,0.276838591872714,0.480100247443551,1,1
"idx1","idx925","true_trans.idx8.site925",0.534114829822744,0.0967399567527049,0.155323936584036,0.944799117639882,1,1,"Mediator_cis_variable1_idx1",0.485218592945817,0.540443005432262,0.156972115667618,0.138656995181655,0.512927888962,0.0967399567527049,0.926445685694234,1,1
"idx1","idx924","true_trans.idx8.site924",0.705759232352345,0.0636325169203397,0.168294198330381,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.652404656219655,0.569234636064848,0.170102943464826,0.150255750278158,0.612814019047948,0.0636325169203397,0.951128680176208,1,1
"idx1","idx923","true_trans.idx8.site923",0.178884315237157,-0.215343741337317,0.159634577136592,0.788354351188643,1,1,"Mediator_cis_variable1_idx1",0.16877684801854,0.729375085464649,0.161435050781416,0.142599206000042,0.375098972340149,-0.215343741337317,0.885204380605074,1,1
"idx1","idx922","true_trans.idx8.site922",0.652389644395498,0.076805932483727,0.170252381704641,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.746759628584373,0.350217084164567,0.171854566696064,0.151802998417745,0.573647367190664,0.076805932483727,0.951128680176208,1,1
"idx1","idx921","true_trans.idx8.site921",0.025720841787537,0.347764162738076,0.154744136895073,0.430770157975736,1,1,"Mediator_cis_variable1_idx1",0.0198532589667265,0.35731273879117,0.156208977620725,0.137982898205635,0.0384112636337663,0.347764162738076,0.486218527009699,1,1
"idx1","idx920","true_trans.idx9.site920",0.0771070023673976,0.310295902584156,0.174619914731324,0.689932576172045,1,1,"Mediator_cis_variable1_idx1",0.0706382515529487,0.657104135101511,0.176554756185764,0.155954781354826,0.15103015472118,0.310295902584156,0.748960398323077,1,1
"idx1","idx919","true_trans.idx9.site919",0.720950020007151,-0.0561046393079511,0.156848998419956,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.478381564214445,0.0116624788374607,0.155965787581791,0.137768082982478,0.0232360016921587,-0.0561046393079511,0.36306252643998,1,1
"idx1","idx918","true_trans.idx9.site918",0.832216323260178,0.0337884231139041,0.159274450160834,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.982216331806085,0.0723808778644696,0.159885274060734,0.141230253416468,0.953383386780844,0.0337884231139041,0.99675143271416,1,1
"idx1","idx917","true_trans.idx9.site917",0.426552597250373,0.119951040566532,0.150551074976956,0.908007810843307,1,1,"Mediator_cis_variable1_idx1",0.299141884478436,0.0585738043976183,0.150996676288416,0.133378755376538,0.100793849258571,0.119951040566532,0.699957286517857,1,1
"idx1","idx916","true_trans.idx9.site916",0.646773927894013,0.0780888146589591,0.170146899216382,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.74704247782631,0.316340396315192,0.171696826459239,0.151663662923894,0.552164002460057,0.0780888146589591,0.936013965683766,1,1
"idx1","idx915","true_trans.idx9.site915",0.91789649631953,0.0185439699559513,0.179662851260533,0.9928950892439,1,1,"Mediator_cis_variable1_idx1",0.956691946449316,0.727054905922433,0.181688219025107,0.160489284372465,0.923579399315581,0.0185439699559513,0.99675143271416,1,1
"idx1","idx914","true_trans.idx9.site914",0.152151184051443,-0.260030825889849,0.180889562169515,0.754254024789683,1,1,"Mediator_cis_variable1_idx1",0.091284341884189,0.046253523064148,0.181225464985824,0.160080523336644,0.0614892819539516,-0.260030825889849,0.602662655719507,1,1
"idx1","idx913","true_trans.idx9.site913",0.803611120216774,0.0403820501048714,0.162170364638664,0.988155628325467,1,1,"Mediator_cis_variable1_idx1",0.973383289978212,0.0988528585318229,0.162989787132033,0.143972539536125,0.928984525546207,0.0403820501048714,0.99675143271416,1,1
"idx1","idx912","true_trans.idx9.site912",0.293963772041243,-0.167816312626196,0.159482129351551,0.862603169715101,1,1,"Mediator_cis_variable1_idx1",0.440009089023942,0.0362703341580924,0.159589714489641,0.140969179009395,0.0701421422345432,-0.167816312626196,0.617496353710768,1,1
"idx1","idx911","true_trans.idx9.site911",0.445500047772848,0.124088111467995,0.162320113258934,0.917285213857358,1,1,"Mediator_cis_variable1_idx1",0.436834222461061,0.863054847449893,0.164190306552777,0.145032985302748,0.748244677814241,0.124088111467995,0.977012870124528,1,1
"idx1","idx910","true_trans.idx10.site910",0.0742058147677897,-0.316647138999946,0.176421640714577,0.689932576172045,1,1,"Mediator_cis_variable1_idx1",0.0693981696655549,0.708846178231609,0.178402516929686,0.157586949918505,0.156172686413341,-0.316647138999946,0.754457422286671,1,1
"idx1","idx909","true_trans.idx10.site909",0.511038060250741,0.137244785310828,0.208448074640026,0.935967143316375,1,1,"Mediator_cis_variable1_idx1",0.49497259837098,0.810584213114377,0.210834002088165,0.186234409132694,0.700873254769714,0.137244785310828,0.96288940727424,1,1
"idx1","idx908","true_trans.idx10.site908",0.530718353159857,-0.117810962031632,0.187592850857603,0.944799117639882,1,1,"Mediator_cis_variable1_idx1",0.582401087778557,0.602447262354716,0.189635106252822,0.167508948338615,0.592518543405978,-0.117810962031632,0.951128680176208,1,1
"idx1","idx907","true_trans.idx10.site907",0.360347645476779,0.132919722747185,0.144977671301082,0.892939323397357,1,1,"Mediator_cis_variable1_idx1",0.436799553076522,0.326579958052078,0.146312062362349,0.129240730684624,0.377895131466497,0.132919722747185,0.885204380605074,1,1
"idx1","idx906","true_trans.idx10.site906",0.864167442991538,0.0305468405858103,0.178329780079368,0.989773431539361,1,1,"Mediator_cis_variable1_idx1",0.667130598563077,0.0479374341867546,0.178691113504778,0.157841873754829,0.102248901142321,0.0305468405858103,0.703717840826132,1,1
"idx1","idx905","true_trans.idx10.site905",0.193393295914553,0.211995530213662,0.162443505597375,0.798246206397727,1,1,"Mediator_cis_variable1_idx1",0.242343077502634,0.365770423348101,0.16399206918284,0.1448578777817,0.295380012559932,0.211995530213662,0.869732844501188,1,1
"idx1","idx904","true_trans.idx10.site904",0.898741805687753,0.0254196072493981,0.199503565894568,0.9928950892439,1,1,"Mediator_cis_variable1_idx1",0.98002279383421,0.243072233853598,0.201162710774096,0.177691540308943,0.957438010595059,0.0254196072493981,0.99675143271416,1,1
"idx1","idx903","true_trans.idx10.site903",0.274840328115435,0.175847036173617,0.160588717131648,0.855176453119336,1,1,"Mediator_cis_variable1_idx1",0.219208838721895,0.259188077078682,0.161955949392696,0.143059327442166,0.237851367955811,0.175847036173617,0.854682699917338,1,1
"idx1","idx902","true_trans.idx10.site902",0.0422181036404414,-0.383316465079481,0.18747785371186,0.548287060265473,1,1,"Mediator_cis_variable1_idx1",0.0294096294445559,0.200225701082169,0.188922611468154,0.166879585693508,0.0518603840557134,-0.383316465079481,0.543258904675125,1,1
